release_id,pdf_page,entity_type,value_verbatim,value_normalized,norm_rule,candidate_flags
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,120,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,121,DATE,9 July 1956,9 July 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,121,DATE,10 July 1956,10 July 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,122,DATE,10 July 1956,10 July 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,122,DATE,11 July 1956,11 July 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,123,PERSON,Col. Richard S. Leghorn,Col Richard S. Leghorn,RANK,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,123,DATE,19 July 1956,19 July 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,123,DATE,26 November 1956,26 November 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,123,DATE,30 July 1956,30 July 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,123,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,124,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,124,DATE,10 July 1956,10 July 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,125,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,125,DATE,26 July 1956,26 July 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,125,MARKING,secret,SECRET,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,125,MARKING,restricted,RESTRICTED,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,126,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,127,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,127,ORG,NSA,NSA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,127,DATE,29 August 1956,29 August 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,127,MARKING,Secret,SECRET,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,128,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,129,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,129,DATE,11 September 1956,11 September 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,129,DATE,15 October 1956,15 October 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,129,MARKING,Secret,SECRET,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,130,DATE,29 October 1956,29 October 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,130,DATE,28 October 1956,28 October 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,130,DATE,30 October 1956,30 October 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,130,MARKING,Secret,SECRET,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,131,DATE,1 November 1956,1 November 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,131,MARKING,Secret,SECRET,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,131,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,132,DATE,29 October 1956,29 October 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,133,DATE,18 December 1956,18 December 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,133,DATE,6 November 1956,6 November 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,134,DATE,7 November 1956,7 November 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,135,PERSON,Adm. Arthur W. Radford,Adm. Arthur W. Radford,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,135,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,135,DATE,17 September 1956,17 September 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,135,DATE,3 October 1956,3 October 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,135,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,136,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,136,DATE,23 October 1956,23 October 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,136,DATE,15 November 1956,15 November 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,136,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,137,PERSON,Adm. Arthur Radford. DCI Allen,Adm. Arthur Radford. DCI Allen,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,137,DATE,20 November 1956,20 November 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,137,DATE,10 December 1956,10 December 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,137,MARKING,secret,SECRET,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,138,PERSON,Col. William Shelton,Col William Shelton,RANK,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,138,DATE,7 May 1986,7 May 1986,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,138,DATE,4 January 1960,4 January 1960,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,138,DATE,7 January 1960,7 January 1960,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,138,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,139,ORG,USAF,USAF,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,139,DATE,15 December 1956,15 December 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,139,DATE,22 December 1956,22 December 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,139,DATE,18 March 1957,18 March 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,139,DATE,18 December 1956,18 December 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,139,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,140,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,140,DATE,6 May 1957,6 May 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,140,DATE,18 March 1957,18 March 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,140,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,141,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,141,DATE,6 May 1957,6 May 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,141,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,142,PERSON,Dr. Franklin A. Rodgers,Dr. Franklin A. Rodgers,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,142,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,142,DATE,"May 6, 1957","May 6, 1957",,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,143,DATE,2 April 1957,2 April 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,144,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,145,DATE,2 April 1957,2 April 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,145,DATE,12 April 1957,12 April 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,146,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,146,DATE,8 June 1957,8 June 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,146,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,147,ORG,NSA,NSA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,147,DATE,16 September 1957,16 September 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,147,DATE,8 June 1957,8 June 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,147,DATE,0 June 1957,0 June 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,147,MARKING,secret,SECRET,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,148,PERSON,Gen. Ayub Khan,Gen Ayub Khan,RANK,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,148,DATE,6 May 1957,6 May 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,148,DATE,7 June 1957,7 June 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,148,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,149,MARKING,Secret,SECRET,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,149,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,151,DATE,22 August 1957,22 August 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,151,DATE,28 August 1957,28 August 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,151,DATE,9 July 1959,9 July 1959,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,151,DATE,21 August 1957,21 August 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,151,DATE,6 September 1957,6 September 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,152,DATE,23 August 1957,23 August 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,152,DATE,10 August 1957,10 August 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,152,DATE,21 August 1957,21 August 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,153,DATE,10 December 1956,10 December 1956,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,153,DATE,25 April 1957,25 April 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,153,DATE,11 October 1957,11 October 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,153,DATE,3 October 1957,3 October 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,153,DATE,20 September 1957,20 September 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,153,DATE,15 November 1957,15 November 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,153,DATE,13 October 1957,13 October 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,154,DATE,13 October 1957,13 October 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,154,MARKING,Secret,SECRET,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,154,MARKING,NOFORN,NOFORN,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,155,PERSON,Col. Vilhelm Evan,Col Vilhelm Evan,RANK,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,155,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,155,DATE,6 November 1958,6 November 1958,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,156,DATE,27 August 1957,27 August 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,156,MARKING,Secret,SECRET,MARKING,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,157,ORG,CIA,CIA,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,157,DATE,5 March 1958,5 March 1958,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,157,DATE,27 June 1958,27 June 1958,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,157,DATE,27 October 1957,27 October 1957,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,157,DATE,1 March 1958,1 March 1958,,CLEAN
CIA-UAP-003-THE-CENTRAL-INTELLIGENCE-AGENCY-AND-OVERHEAD-RECONNAISSANCE-THE-U-2-AND-OXCART-PROGRAMS-1954-1974.pdf,157,DATE,7 March 1958,7 March 1958,,CLEAN
